Clip,Start,End
550,1,29940
NaN,29941,47999
327,48000,71588
NaN,71589,95999
309,96000,125306
NaN,125307,143999
565,144000,167082
NaN,167083,191999
389,192000,219140
NaN,219141,239999
450,240000,263003
NaN,263004,287999
456,288000,315081
NaN,315082,335999
477,336000,357722
NaN,357723,383999
564,384000,410820
NaN,410821,431999
396,432000,452964
NaN,452965,479999
