Clip,Start,End
934,1,29922
NaN,29923,47999
1033,48000,74062
NaN,74063,95999
1142,96000,125189
NaN,125190,143999
1055,144000,168729
NaN,168730,191999
989,192000,219102
NaN,219103,239999
1024,240000,260651
NaN,260652,287999
974,288000,314284
NaN,314285,335999
986,336000,361645
NaN,361646,383999
1005,384000,410219
NaN,410220,431999
1200,432000,450533
NaN,450534,479999
