Clip,Start,End
24,1,41971
NaN,41972,47999
168,48000,71886
NaN,71887,95999
206,96000,120911
NaN,120912,143999
154,144000,167814
NaN,167815,191999
39,192000,216713
NaN,216714,239999
167,240000,262925
NaN,262926,287999
9,288000,312683
NaN,312684,335999
66,336000,357601
NaN,357602,383999
13,384000,408140
NaN,408141,431999
95,432000,453486
NaN,453487,479999
