Clip,Start,End
562,1,29539
NaN,29540,47999
343,48000,72906
NaN,72907,95999
370,96000,124065
NaN,124066,143999
448,144000,167239
NaN,167240,191999
480,192000,218035
NaN,218036,239999
368,240000,263977
NaN,263978,287999
386,288000,314026
NaN,314027,335999
517,336000,356651
NaN,356652,383999
522,384000,409983
NaN,409984,431999
576,432000,452621
NaN,452622,479999
