Clip,Start,End
640,1,24912
NaN,24913,47999
666,48000,67078
NaN,67079,95999
669,96000,119666
NaN,119667,143999
632,144000,161715
NaN,161716,191999
682,192000,215252
NaN,215253,239999
797,240000,257497
NaN,257498,287999
806,288000,308238
NaN,308239,335999
708,336000,352102
NaN,352103,383999
646,384000,403998
NaN,403999,431999
814,432000,446232
NaN,446233,479999
