Clip,Start,End
19,1,29086
NaN,29087,47999
130,48000,71395
NaN,71396,95999
264,96000,122285
NaN,122286,143999
200,144000,165980
NaN,165981,191999
102,192000,217409
NaN,217410,239999
189,240000,261841
NaN,261842,287999
44,288000,312988
NaN,312989,335999
161,336000,356860
NaN,356861,383999
274,384000,407683
NaN,407684,431999
94,432000,449990
NaN,449991,479999
