Clip,Start,End
195,1,31317
NaN,31318,47999
111,48000,71683
NaN,71684,95999
250,96000,123969
NaN,123970,143999
98,144000,167003
NaN,167004,191999
227,192000,219734
NaN,219735,239999
213,240000,259684
NaN,259685,287999
120,288000,312258
NaN,312259,335999
180,336000,355108
NaN,355109,383999
41,384000,407693
NaN,407694,431999
47,432000,450384
NaN,450385,479999
