Clip,Start,End
1151,1,31137
NaN,31138,47999
1164,48000,71761
NaN,71762,95999
1146,96000,124963
NaN,124964,143999
1006,144000,166768
NaN,166769,191999
1172,192000,218518
NaN,218519,239999
1070,240000,262664
NaN,262665,287999
973,288000,313830
NaN,313831,335999
937,336000,358423
NaN,358424,383999
930,384000,408701
NaN,408702,431999
952,432000,454005
NaN,454006,479999
