Clip,Start,End
1016,1,32008
NaN,32009,47999
1002,48000,71561
NaN,71562,95999
1167,96000,122924
NaN,122925,143999
1115,144000,166828
NaN,166829,191999
921,192000,218723
NaN,218724,239999
1080,240000,261095
NaN,261096,287999
1099,288000,312659
NaN,312660,335999
1186,336000,356825
NaN,356826,383999
942,384000,407942
NaN,407943,431999
996,432000,450635
NaN,450636,479999
