Clip,Start,End
126,1,30219
NaN,30220,47999
207,48000,71561
NaN,71562,95999
23,96000,125189
NaN,125190,143999
215,144000,167500
NaN,167501,191999
71,192000,219555
NaN,219556,239999
137,240000,262690
NaN,262691,287999
116,288000,312467
NaN,312468,335999
288,336000,357094
NaN,357095,383999
82,384000,408081
NaN,408082,431999
141,432000,452587
NaN,452588,479999
