Clip,Start,End
387,1,30416
NaN,30417,47999
520,48000,73582
NaN,73583,95999
526,96000,126178
NaN,126179,143999
595,144000,169042
NaN,169043,191999
416,192000,221102
NaN,221103,239999
486,240000,264775
NaN,264776,287999
572,288000,314323
NaN,314324,335999
509,336000,360049
NaN,360050,383999
358,384000,409806
NaN,409807,431999
447,432000,455003
NaN,455004,479999
