Clip,Start,End
417,1,31230
NaN,31231,47999
585,48000,60208
NaN,60209,95999
444,96000,125486
NaN,125487,143999
505,144000,165865
NaN,165866,191999
471,192000,219107
NaN,219108,239999
423,240000,259611
NaN,259612,287999
537,288000,312467
NaN,312468,335999
502,336000,354717
NaN,354718,383999
392,384000,407399
NaN,407400,431999
554,432000,454193
NaN,454194,479999
