Clip,Start,End
839,1,25305
NaN,25306,47999
621,48000,67477
NaN,67478,95999
652,96000,120263
NaN,120264,143999
863,144000,163457
NaN,163458,191999
808,192000,215514
NaN,215515,239999
705,240000,259285
NaN,259286,287999
728,288000,309516
NaN,309517,335999
757,336000,354635
NaN,354636,383999
686,384000,405230
NaN,405231,431999
876,432000,448893
NaN,448894,479999
