Clip,Start,End
890,1,26586
NaN,26587,47999
768,48000,66403
NaN,66404,95999
611,96000,121072
NaN,121073,143999
793,144000,162402
NaN,162403,191999
724,192000,213911
NaN,213912,239999
693,240000,258249
NaN,258250,287999
754,288000,308540
NaN,308541,335999
657,336000,353964
NaN,353965,383999
818,384000,402925
NaN,402926,431999
603,432000,449619
NaN,449620,479999
