Clip,Start,End
1026,1,27883
NaN,27884,47999
1066,48000,72397
NaN,72398,95999
1190,96000,122106
NaN,122107,143999
1076,144000,167369
NaN,167370,191999
1063,192000,217827
NaN,217828,239999
1175,240000,261841
NaN,261842,287999
1043,288000,313268
NaN,313269,335999
1067,336000,356534
NaN,356535,383999
1123,384000,408601
NaN,408602,431999
995,432000,452017
NaN,452018,479999
