Clip,Start,End
748,1,27834
NaN,27835,47999
813,48000,69958
NaN,69959,95999
891,96000,123761
NaN,123762,143999
750,144000,167701
NaN,167702,191999
861,192000,217257
NaN,217258,239999
749,240000,260375
NaN,260376,287999
867,288000,313048
NaN,313049,335999
830,336000,356052
NaN,356053,383999
765,384000,407918
NaN,407919,431999
886,432000,449101
NaN,449102,479999
