Clip,Start,End
318,1,39715
NaN,39716,47999
363,48000,69178
NaN,69179,95999
379,96000,124756
NaN,124757,143999
508,144000,164772
NaN,164773,191999
543,192000,215552
NaN,215553,239999
321,240000,260595
NaN,260596,287999
563,288000,311291
NaN,311292,335999
381,336000,355441
NaN,355442,383999
430,384000,407160
NaN,407161,431999
365,432000,449304
NaN,449305,479999
