Clip,Start,End
418,1,28162
NaN,28163,47999
531,48000,72441
NaN,72442,95999
310,96000,122617
NaN,122618,143999
493,144000,167448
NaN,167449,191999
403,192000,217560
NaN,217561,239999
340,240000,262677
NaN,262678,287999
384,288000,313300
NaN,313301,335999
575,336000,357487
NaN,357488,383999
468,384000,409211
NaN,409212,431999
341,432000,452327
NaN,452328,479999
