Clip,Start,End
916,1,35011
NaN,35012,47999
1087,48000,71758
NaN,71759,95999
1127,96000,126149
NaN,126150,143999
1007,144000,167473
NaN,167474,191999
922,192000,221252
NaN,221253,239999
1091,240000,262074
NaN,262075,287999
1141,288000,314689
NaN,314690,335999
1119,336000,357539
NaN,357540,383999
941,384000,409191
NaN,409192,431999
1111,432000,451576
NaN,451577,479999
