Clip,Start,End
373,1,29967
NaN,29968,47999
573,48000,72891
NaN,72892,95999
470,96000,123891
NaN,123892,143999
465,144000,168072
NaN,168073,191999
311,192000,219521
NaN,219522,239999
499,240000,262654
NaN,262655,287999
459,288000,314401
NaN,314402,335999
404,336000,357409
NaN,357410,383999
372,384000,409783
NaN,409784,431999
446,432000,455370
NaN,455371,479999
