Clip,Start,End
1149,1,33216
NaN,33217,47999
1140,48000,74402
NaN,74403,95999
917,96000,128682
NaN,128683,143999
1061,144000,168389
NaN,168390,191999
1027,192000,220783
NaN,220784,239999
950,240000,263704
NaN,263705,287999
1196,288000,316510
NaN,316511,335999
1001,336000,357261
NaN,357262,383999
933,384000,410417
NaN,410418,431999
1120,432000,453028
NaN,453029,479999
