Clip,Start,End
22,1,29162
NaN,29163,47999
294,48000,72003
NaN,72004,95999
244,96000,124261
NaN,124262,143999
99,144000,166428
NaN,166429,191999
174,192000,218454
NaN,218455,239999
261,240000,261237
NaN,261238,287999
40,288000,312779
NaN,312780,335999
123,336000,355425
NaN,355426,383999
32,384000,408606
NaN,408607,431999
281,432000,450263
NaN,450264,479999
