Clip,Start,End
924,1,32620
NaN,32621,47999
955,48000,71526
NaN,71527,95999
936,96000,124905
NaN,124906,143999
1180,144000,167396
NaN,167397,191999
904,192000,219087
NaN,219088,239999
960,240000,263329
NaN,263330,287999
1125,288000,313124
NaN,313125,335999
994,336000,356530
NaN,356531,383999
1004,384000,407816
NaN,407817,431999
1183,432000,451239
NaN,451240,479999
