Clip,Start,End
1133,1,27604
NaN,27605,47999
1117,48000,71729
NaN,71730,95999
1038,96000,122663
NaN,122664,143999
939,144000,167684
NaN,167685,191999
1107,192000,217016
NaN,217017,239999
1011,240000,263134
NaN,263135,287999
1193,288000,311892
NaN,311893,335999
1118,336000,357592
NaN,357593,383999
1049,384000,407758
NaN,407759,431999
999,432000,450647
NaN,450648,479999
