Clip,Start,End
127,1,29464
NaN,29465,47999
35,48000,72058
NaN,72059,95999
271,96000,121617
NaN,121618,143999
121,144000,167787
NaN,167788,191999
165,192000,216886
NaN,216887,239999
160,240000,261905
NaN,261906,287999
6,288000,312636
NaN,312637,335999
228,336000,357827
NaN,357828,383999
241,384000,408232
NaN,408233,431999
265,432000,450171
NaN,450172,479999
