Clip,Start,End
1137,1,27332
NaN,27333,47999
1041,48000,71500
NaN,71501,95999
1126,96000,123185
NaN,123186,143999
1114,144000,166190
NaN,166191,191999
1165,192000,216485
NaN,216486,239999
1019,240000,261725
NaN,261726,287999
929,288000,312117
NaN,312118,335999
1182,336000,355161
NaN,355162,383999
1017,384000,407709
NaN,407710,431999
1185,432000,448207
NaN,448208,479999
