Clip,Start,End
293,1,28232
NaN,28233,47999
225,48000,70977
NaN,70978,95999
262,96000,122047
NaN,122048,143999
153,144000,164755
NaN,164756,191999
277,192000,216388
NaN,216389,239999
276,240000,258873
NaN,258874,287999
2,288000,312356
NaN,312357,335999
65,336000,354376
NaN,354377,383999
158,384000,407445
NaN,407446,431999
285,432000,448404
NaN,448405,479999
