Clip,Start,End
322,1,29562
NaN,29563,47999
489,48000,71468
NaN,71469,95999
308,96000,121899
NaN,121900,143999
301,144000,167154
NaN,167155,191999
488,192000,217669
NaN,217670,239999
582,240000,261461
NaN,261462,287999
439,288000,313385
NaN,313386,335999
424,336000,356668
NaN,356669,383999
515,384000,408049
NaN,408050,431999
395,432000,451208
NaN,451209,479999
