Clip,Start,End
58,1,28860
NaN,28861,47999
278,48000,71491
NaN,71492,95999
100,96000,122349
NaN,122350,143999
143,144000,167468
NaN,167469,191999
76,192000,217766
NaN,217767,239999
81,240000,262322
NaN,262323,287999
267,288000,312127
NaN,312128,335999
205,336000,357679
NaN,357680,383999
172,384000,408101
NaN,408102,431999
157,432000,452122
NaN,452123,479999
