Clip,Start,End
700,1,25854
NaN,25855,47999
775,48000,65357
NaN,65358,95999
788,96000,119514
NaN,119515,143999
873,144000,162588
NaN,162589,191999
755,192000,213841
NaN,213842,239999
870,240000,257729
NaN,257730,287999
771,288000,309124
NaN,309125,335999
694,336000,348788
NaN,348789,383999
777,384000,403750
NaN,403751,431999
862,432000,451448
NaN,451449,479999
