Clip,Start,End
399,1,35551
NaN,35552,47999
599,48000,72165
NaN,72166,95999
319,96000,129201
NaN,129202,143999
333,144000,167936
NaN,167937,191999
594,192000,219395
NaN,219396,239999
463,240000,263189
NaN,263190,287999
436,288000,313181
NaN,313182,335999
519,336000,357487
NaN,357488,383999
374,384000,408568
NaN,408569,431999
518,432000,453435
NaN,453436,479999
